date,open,high,low,close,volume,amount,outstanding_share,turnover
2026-07-02,387.68,390.99,380.39,382.35,34075435.0,13139767259.0,4260073229.9999995,0.00799879090341365
2026-07-03,381.96,387.95,379.0,380.0,25884940.0,9910832542.0,4260073229.9999995,0.006076172545043316
2026-07-06,379.23,381.89,374.05,374.51,21648005.0,8167456241.0,4260073229.9999995,0.005081603961066182
2026-07-07,376.0,378.88,370.76,372.49,20848582.0,7796643168.0,4260073229.9999995,0.0048939492056572
2026-07-08,374.0,376.68,361.0,361.0,27051874.0,9902742689.0,4260073229.9999995,0.006350096005274539
2026-07-09,361.0,376.66,360.07,375.5,37794162.0,13905775670.0,4260073229.9999995,0.008871716508028198
2026-07-10,375.0,375.2,346.16,348.76,55601355.0,19867664607.0,4260073229.9999995,0.013051736906409941
2026-07-13,349.0,362.0,348.0,359.06,46290681.0,16540015163.0,4260073229.9999995,0.010866170251256456
2026-07-14,352.6,364.63,352.49,364.01,43631637.0,15701875682.0,4260073229.9999995,0.01024199224856987
2026-07-15,368.01,379.99,363.08,373.0,35849258.0,13440215221.0,4260073229.9999995,0.008415174121314343
2026-07-16,369.48,375.02,364.5,366.2,25186882.0,9290699880.0,4260073229.9999995,0.005912311981547792
2026-07-17,372.3,375.24,360.0,360.0,51245336.0,18846714586.0,4260073229.9999995,0.012029214812347254
