sector_name,change_pct,up_count,down_count,top_stock
蚂蚁集团概念,-4.32,0,0,
人造肉,-4.34,0,0,
农机,-4.36,0,0,
NMN概念,-4.37,0,0,
小金属概念,-4.39,0,0,
金属回收,-4.44,0,0,
有机硅概念,-4.45,0,0,
在线教育,-4.46,0,0,
财税数字化,-4.49,0,0,
金属钴,-4.49,0,0,
虚拟数字人,-4.53,0,0,
金属铅,-4.55,0,0,
露营经济,-4.58,0,0,
家用电器,-4.65,0,0,
快手概念,-4.66,0,0,
换电概念,-4.69,0,0,
大飞机,-4.71,0,0,
福建自贸区,-4.72,0,0,
空间计算,-4.72,0,0,
核污染防治,-4.74,0,0,
可控核聚变,-4.74,0,0,
足球概念,-4.76,0,0,
稀土永磁,-4.8,0,0,
华为盘古,-4.81,0,0,
华为鲲鹏,-4.81,0,0,
数字水印,-4.81,0,0,
网络游戏,-4.82,0,0,
家庭医生,-4.86,0,0,
独角兽概念,-4.88,0,0,
C2M概念,-4.88,0,0,
工业大麻,-4.89,0,0,
石墨烯,-4.91,0,0,
食品安全,-4.92,0,0,
网络安全,-4.95,0,0,
PEEK材料,-4.95,0,0,
数据安全,-4.96,0,0,
PM2.5,-4.99,0,0,
手机游戏,-5.0,0,0,
AI语料,-5.01,0,0,
国产操作系统,-5.01,0,0,
华为欧拉,-5.01,0,0,
碳纤维,-5.03,0,0,
生物疫苗,-5.04,0,0,
MLOps概念,-5.04,0,0,
Web3.0,-5.06,0,0,
ChatGPT概念,-5.07,0,0,
超导概念,-5.09,0,0,
摘帽,-5.1,0,0,
短剧游戏,-5.1,0,0,
小红书概念,-5.11,0,0,
军工信息化,-5.12,0,0,
语音技术,-5.14,0,0,
多模态AI,-5.16,0,0,
元宇宙,-5.16,0,0,
青蒿素,-5.17,0,0,
华为汽车,-5.18,0,0,
智慧灯杆,-5.21,0,0,
华为数字能源,-5.22,0,0,
金属镍,-5.23,0,0,
时空大数据,-5.24,0,0,
超级电容,-5.24,0,0,
飞行汽车(eVTOL),-5.26,0,0,
智谱AI,-5.26,0,0,
量子科技,-5.27,0,0,
人脸识别,-5.29,0,0,
2026一季报预增,-5.33,0,0,
成飞概念,-5.38,0,0,
医药电商,-5.39,0,0,
航空发动机,-5.39,0,0,
ERP概念,-5.39,0,0,
血氧仪,-5.41,0,0,
一体化压铸,-5.41,0,0,
维生素,-5.41,0,0,
云办公,-5.43,0,0,
汽车热管理,-5.44,0,0,
小米汽车,-5.45,0,0,
BC电池,-5.49,0,0,
HJT电池,-5.5,0,0,
TOPCON电池,-5.53,0,0,
安防,-5.54,0,0,
高压快充,-5.55,0,0,
注册制次新股,-5.55,0,0,
医美概念,-5.63,0,0,
AI视频,-5.66,0,0,
钙钛矿电池,-5.66,0,0,
牙科医疗,-5.67,0,0,
毛发医疗,-5.7,0,0,
云游戏,-5.7,0,0,
减速器,-5.7,0,0,
算力租赁,-5.73,0,0,
合成生物,-5.77,0,0,
工业母机,-5.79,0,0,
华为昇腾,-5.87,0,0,
培育钻石,-5.93,0,0,
电子纸,-5.93,0,0,
阿尔茨海默概念,-5.95,0,0,
太赫兹,-5.99,0,0,
DRG/DIP,-6.02,0,0,
3D打印,-6.04,0,0,
毫米波雷达,-6.06,0,0,
眼科医疗,-6.09,0,0,
流感,-6.12,0,0,
基因测序,-6.14,0,0,
智能音箱,-6.23,0,0,
脑机接口,-6.28,0,0,
星闪概念,-6.33,0,0,
同花顺新质50,-6.33,0,0,
EDR概念,-6.4,0,0,
肝炎概念,-6.41,0,0,
仿制药一致性评价,-6.44,0,0,
MR(混合现实),-6.48,0,0,
幽门螺杆菌概念,-6.53,0,0,
猴痘概念,-6.56,0,0,
智能座舱,-6.8,0,0,
中国AI 50,-6.93,0,0,
重组蛋白,-6.93,0,0,
华为海思概念股,-6.95,0,0,
辅助生殖,-6.96,0,0,
无线充电,-6.98,0,0,
MicroLED概念,-7.0,0,0,
6G概念,-7.06,0,0,
OLED,-7.07,0,0,
无线耳机,-7.08,0,0,
新型烟草(电子烟),-7.08,0,0,
柔性屏(折叠屏),-7.09,0,0,
华为手机,-7.11,0,0,
减肥药,-7.12,0,0,
光刻胶,-7.15,0,0,
玻璃基板,-7.21,0,0,
苹果概念,-7.23,0,0,
同花顺果指数,-7.24,0,0,
AI眼镜,-7.25,0,0,
中芯国际概念,-7.36,0,0,
PET铜箔,-7.42,0,0,
细胞免疫治疗,-7.52,0,0,
MiniLED,-7.58,0,0,
英伟达概念,-7.64,0,0,
第三代半导体,-7.66,0,0,
AI手机,-7.87,0,0,
WiFi 6,-7.89,0,0,
MCU芯片,-7.92,0,0,
国家大基金持股,-7.95,0,0,
光纤概念,-8.02,0,0,
先进封装,-8.08,0,0,
F5G概念,-8.12,0,0,
AI PC,-8.16,0,0,
铜缆高速连接,-8.27,0,0,
富士康概念,-8.55,0,0,
汽车芯片,-8.69,0,0,
CRO概念,-8.83,0,0,
光刻机,-8.91,0,0,
科创次新股,-10.02,0,0,
