date,open,high,low,close,volume,amount,outstanding_share,turnover
2026-04-07,55.44,55.68,54.58,54.85,50385836.0,2865555758.0,10660065083.000002,0.004726597408898765
2026-04-08,56.12,57.71,56.12,57.52,112152704.0,6612867449.0,10660065083.000002,0.010520827323920756
2026-04-09,57.09,57.09,56.41,56.83,57020126.0,3341224254.0,10660065083.000002,0.005348947267773448
2026-04-10,57.09,57.9,56.87,56.91,63791249.0,3778347094.0,10660065083.000002,0.005984133164602367
2026-04-13,56.31,56.32,55.74,55.88,68454399.0,3959480166.0,10660065083.000002,0.006421574208694725
2026-04-14,56.34,57.28,56.24,57.06,67514220.0,3965283533.0,10660065083.000002,0.006333377842848953
2026-04-15,57.47,57.78,56.71,56.8,51371265.0,3032393651.0,10660065083.000002,0.004819038589353797
2026-04-16,56.8,57.11,56.36,56.62,54436786.0,3190206251.0,10660065083.000002,0.0051066091600896835
2026-04-17,56.5,56.5,55.74,56.04,61232384.0,3550736121.0,10660065083.000002,0.00574409100912991
2026-04-20,55.99,56.77,55.87,56.64,63343688.0,3690691462.0,10660065083.000002,0.005942148336506548
2026-04-21,56.64,57.19,56.15,56.15,54402036.0,3179298446.0,10660065083.000002,0.005103349330085886
2026-04-22,56.15,56.7,55.78,56.15,57957025.0,3364574054.0,10660065083.000002,0.005436835943190084
2026-04-23,56.1,56.68,55.66,56.0,66117405.0,3829528934.0,10660065083.000002,0.006202345340784069
2026-04-24,55.84,56.09,55.21,55.91,55400204.0,3188079037.0,10660065083.000002,0.005196985531387491
2026-04-27,55.92,56.65,55.6,55.68,64067076.0,3708625921.0,10660065083.000002,0.006010007959723447
2026-04-28,55.61,56.22,55.34,55.76,62460231.0,3597829250.0,10660065083.000002,0.005859272951307551
2026-04-29,55.75,57.66,55.72,57.5,160931457.0,9481901998.0,10660065083.000002,0.0150966673980859
2026-04-30,57.2,58.63,57.2,57.44,106301044.0,6353995428.0,10660065083.000002,0.009971894465215056
2026-05-06,57.45,57.9,57.13,57.43,90508315.0,5373455216.0,10660065083.000002,0.008490409232523068
2026-05-07,57.67,59.13,57.67,58.09,131374821.0,7920220894.0,10660065083.000002,0.012324016783866382
2026-05-08,57.96,58.3,57.8,58.11,73204919.0,4392260153.0,10660065083.000002,0.006867211262785119
2026-05-11,57.84,58.59,57.34,58.15,96199074.0,5766761256.0,10660065083.000002,0.009024248280942693
2026-05-12,58.15,58.54,57.33,57.47,69000725.0,4123942070.0,10660065083.000002,0.006472823989605654
2026-05-13,57.4,57.69,55.76,56.16,103434508.0,6026385945.0,10660065083.000002,0.009702990290833291
2026-05-14,56.37,56.62,55.01,55.05,90718667.0,5211793925.0,10660065083.000002,0.008510141945068647
2026-05-15,55.13,55.29,53.5,53.7,118190376.0,6613205579.0,10660065083.000002,0.011087209607048511
2026-05-18,53.6,53.66,52.63,53.11,81041545.0,4441031983.0,10660065083.000002,0.007602349926478398
2026-05-19,53.22,53.42,52.36,52.71,83912239.0,4578893673.0,10660065083.000002,0.007871644154763926
2026-05-20,52.63,52.63,52.08,52.35,74388923.0,4022984705.0,10660065083.000002,0.006978280378290631
2026-05-21,52.68,53.53,51.94,52.02,103593084.0,5646669982.0,10660065083.000002,0.009717865997385298
2026-05-22,52.35,52.44,51.73,51.94,66969933.0,3603724584.0,10660065083.000002,0.006282319336567599
2026-05-25,52.08,53.2,51.84,52.46,86797664.0,4694584484.0,10660065083.000002,0.008142320269546893
2026-05-26,52.39,53.31,52.14,52.51,91000989.0,4946050442.0,10660065083.000002,0.008536626023524249
2026-05-27,52.52,52.53,51.34,51.54,86201148.0,4614798491.0,10660065083.000002,0.008086362262221845
2026-05-28,51.53,51.67,50.46,50.77,87560016.0,4602192065.0,10660065083.000002,0.008213835029922583
2026-05-29,50.88,51.94,50.81,51.76,100011258.0,5326303204.0,10660065083.000002,0.00938186185743759
2026-06-01,51.75,52.34,51.43,52.1,77530660.0,4162422693.0,10660065083.000002,0.007273000623949379
2026-06-02,52.11,52.78,51.88,52.33,78494104.0,4245154925.0,10660065083.000002,0.007363379434256685
2026-06-03,52.31,52.44,51.76,51.96,62506613.0,3361445868.0,10660065083.000002,0.005863623956638088
2026-06-04,51.87,52.33,51.32,51.5,57622588.0,3084164360.0,10660065083.000002,0.005405463057809362
2026-06-05,51.57,52.81,51.51,51.74,93716510.0,5047248522.0,10660065083.000002,0.008791363774078
2026-06-08,51.34,52.21,51.18,51.65,72054031.0,3845596526.0,10660065083.000002,0.0067592486949171835
2026-06-09,51.45,52.3,51.43,52.18,71003001.0,3811033908.0,10660065083.000002,0.006660653612071384
2026-06-10,52.25,53.48,52.1,53.22,90323526.0,4779498278.0,10660065083.000002,0.008473074535355535
2026-06-11,53.22,53.97,52.35,52.64,64764147.0,3426033713.0,10660065083.000002,0.006075398836286822
2026-06-12,52.46,54.24,52.11,54.01,110295254.0,5923966809.0,10660065083.000002,0.010346583547214162
2026-06-15,54.3,55.96,53.8,54.23,101057655.0,5527730148.0,10660065083.000002,0.009480022327552236
2026-06-16,53.99,54.09,52.75,52.99,81250790.0,4325837393.0,10660065083.000002,0.007621978793504143
2026-06-17,53.24,53.34,52.5,52.76,65390576.0,3453554961.0,10660065083.000002,0.0061341629240407505
2026-06-18,52.59,52.64,49.37,49.38,217832108.0,10954978558.0,10660065083.000002,0.020434406948170034
2026-06-22,49.39,52.29,48.66,51.98,172497232.0,8759839755.0,10660065083.000002,0.01618163028620601
2026-06-23,51.46,52.43,50.11,50.4,122011590.0,6233635916.0,10660065083.000002,0.011445670270304107
2026-06-24,50.69,50.88,49.03,49.12,109415765.0,5415518285.0,10660065083.000002,0.010264080392387975
2026-06-25,48.75,50.46,48.56,49.3,121452277.0,5996134269.0,10660065083.000002,0.011393202204148304
2026-06-26,49.29,49.49,47.2,47.23,142644108.0,6823881221.0,10660065083.000002,0.01338116670858603
2026-06-29,47.3,48.87,46.9,48.6,108960939.0,5250679148.0,10660065083.000002,0.01022141404875323
2026-06-30,48.3,48.94,47.35,47.74,94981273.0,4537577336.0,10660065083.000002,0.008910008734512337
2026-07-01,47.6,50.09,47.19,49.53,138621666.0,6772060767.0,10660065083.000002,0.013003829237502975
2026-07-02,49.35,50.2,48.8,48.92,92012954.0,4528699940.0,10660065083.000002,0.008631556494597434
2026-07-03,49.5,49.78,48.31,49.09,80333122.0,3933213372.0,10660065083.000002,0.0075358941408444294
2026-07-06,49.05,50.2,48.81,50.1,94495634.0,4688935744.0,10660065083.000002,0.008864451883196817
2026-07-07,49.93,50.22,49.17,49.29,69767509.0,3454770845.0,10660065083.000002,0.006544754507292907
2026-07-08,49.36,49.8,48.96,49.54,54099529.0,2678589604.0,10660065083.000002,0.00507497173598635
2026-07-09,49.26,49.61,48.91,49.49,66236870.0,3259894112.0,10660065083.000002,0.006213552120392808
2026-07-10,49.47,49.97,48.97,49.48,76494557.0,3787725071.0,10660065083.000002,0.007175805813980318
2026-07-13,49.36,49.73,49.11,49.53,71652351.0,3539328300.0,10660065083.000002,0.006721567874315011
2026-07-14,49.5,49.76,48.5,49.6,97987332.0,4809693613.0,10660065083.000002,0.00919200129052345
2026-07-15,49.58,51.2,49.45,50.95,128669396.0,6486059071.0,10660065083.000002,0.012070226119462799
2026-07-16,50.7,51.29,50.24,50.67,81279871.0,4120400653.0,10660065083.000002,0.007624706825629048
2026-07-17,50.66,51.45,50.58,50.7,107232650.0,5464124961.0,10660065083.000002,0.010059286614582481
