date,open,high,low,close,volume,amount,outstanding_share,turnover
2026-04-22,97.59,97.67,97.07,97.24,14438261.0,1452833705.0,3881513391.0,0.0037197504028912416
2026-04-23,97.24,98.85,97.17,97.77,17402318.0,1764308585.0,3881513391.0,0.004483384764393822
2026-04-24,97.25,98.48,96.92,97.85,13453338.0,1361341945.0,3881513391.0,0.003466003242754238
2026-04-27,97.11,97.14,96.67,96.82,19104782.0,1913778919.0,3881513391.0,0.004921993067007816
2026-04-28,96.7,96.91,96.53,96.82,12341464.0,1234366126.0,3881513391.0,0.00317954950989373
2026-04-29,94.58,95.25,93.77,95.02,33863533.0,3316572049.0,3881513391.0,0.008724311779657596
2026-04-30,94.44,94.64,93.73,93.8,24820895.0,2413614789.0,3881513391.0,0.006394643660782362
2026-05-06,87.72,91.31,87.06,89.15,87159923.0,7989429629.0,3881513391.0,0.022455139070780034
2026-05-07,89.31,90.68,89.31,89.48,53627788.0,4986385438.0,3881513391.0,0.013816205844953635
2026-05-08,89.48,89.67,88.57,89.02,25964091.0,2396026818.0,3881513391.0,0.006689166926540174
2026-05-11,88.92,89.18,88.29,88.71,26932456.0,2469941064.0,3881513391.0,0.006938648224800109
2026-05-12,88.7,88.83,87.45,87.5,37297423.0,3387693472.0,3881513391.0,0.009608989907514144
2026-05-13,87.51,87.77,85.75,86.14,46720129.0,4173652013.0,3881513391.0,0.012036575503856093
2026-05-14,85.81,88.2,84.82,85.99,50314824.0,4478188841.0,3881513391.0,0.012962682060215003
2026-05-15,85.03,85.11,83.7,83.94,36117869.0,3145651221.0,3881513391.0,0.009305099676777078
2026-05-18,83.73,83.73,82.33,82.68,39363075.0,3374154020.0,3881513391.0,0.010141166868384507
2026-05-19,82.9,84.31,82.53,82.89,30494149.0,2630415264.0,3881513391.0,0.007856252427392437
2026-05-20,82.33,83.16,81.69,82.59,30461662.0,2599236031.0,3881513391.0,0.007847882753832807
2026-05-21,82.62,84.26,82.35,82.47,32663033.0,2812401965.0,3881513391.0,0.008415025200153947
2026-05-22,82.69,82.71,81.19,81.19,26037090.0,2196206566.0,3881513391.0,0.006707973766204637
2026-05-25,80.81,82.12,80.22,81.3,29202467.0,2456799767.0,3881513391.0,0.00752347449520882
2026-05-26,80.91,81.74,80.08,80.55,27730383.0,2315776877.0,3881513391.0,0.007144219330609028
2026-05-27,80.2,83.34,78.94,81.06,60380066.0,5045124429.0,3881513391.0,0.015555805150641047
2026-05-28,79.77,80.04,78.56,78.74,36237862.0,2969342510.0,3881513391.0,0.009336013649733663
2026-05-29,78.26,82.7,78.15,82.03,60110125.0,5028433895.0,3881513391.0,0.015486259854049798
2026-06-01,81.12,81.12,80.04,80.6,27998720.0,2332216892.0,3881513391.0,0.007213351386322706
2026-06-02,80.57,81.15,79.64,79.92,23817861.0,1977315316.0,3881513391.0,0.006136230537095679
2026-06-03,79.81,80.17,78.87,79.57,21154363.0,1737250497.0,3881513391.0,0.005450029632526907
2026-06-04,79.57,80.0,78.36,78.36,20421067.0,1668519854.0,3881513391.0,0.005261109506243102
2026-06-05,78.75,79.64,78.3,78.34,21936442.0,1789684297.0,3881513391.0,0.005651517794802321
2026-06-08,78.28,78.93,76.88,77.26,27525203.0,2207910676.0,3881513391.0,0.0070913585056339695
2026-06-09,77.2,77.3,76.22,76.44,21841173.0,1731012017.0,3881513391.0,0.005626973502305251
2026-06-10,76.36,77.06,75.95,76.47,23072564.0,1830058908.0,3881513391.0,0.005944218575542717
2026-06-11,76.12,77.28,75.03,77.1,37819589.0,2978558093.0,3881513391.0,0.009743516301577536
