date,open,high,low,close,volume
2026-01-22,3312.751,3337.272,3280.317,3328.647,23538932550
2026-01-23,3334.017,3349.503,3316.654,3349.503,29347937166
2026-01-26,3365.606,3367.992,3304.356,3319.149,31480672335
2026-01-27,3316.021,3366.683,3277.257,3342.599,26646005109
2026-01-28,3359.788,3361.14,3301.048,3323.562,25814224847
2026-01-29,3322.48,3356.485,3298.588,3304.51,29496322405
2026-01-30,3301.541,3369.245,3255.648,3346.355,26302631763
2026-02-02,3368.141,3390.299,3262.122,3264.111,23854360757
2026-02-03,3318.06,3332.477,3249.061,3324.892,23061644766
2026-02-04,3298.322,3318.898,3244.711,3311.515,23731292772
2026-02-05,3277.721,3288.375,3238.784,3260.278,20529520802
2026-02-06,3222.884,3288.032,3199.144,3236.464,20940122955
2026-02-09,3299.597,3340.329,3276.567,3332.77,23531193301
2026-02-10,3321.884,3348.483,3320.537,3320.537,24045837249
2026-02-11,3312.643,3324.182,3284.239,3284.735,22071512282
2026-02-12,3294.571,3334.354,3292.677,3328.063,22591739521
2026-02-13,3309.429,3323.369,3275.289,3275.958,20624958923
2026-02-24,3331.795,3343.244,3292.5,3308.265,22240405558
2026-02-25,3313.093,3363.182,3302.759,3354.819,23205479475
2026-02-26,3346.743,3351.573,3310.554,3344.982,25161974420
2026-02-27,3303.977,3326.585,3292.892,3310.305,24032083023
2026-03-02,3257.051,3319.908,3257.051,3294.161,27351491153
2026-03-03,3316.633,3331.264,3206.615,3209.482,28637119972
2026-03-04,3171.185,3217.111,3149.412,3164.371,21733186383
2026-03-05,3236.151,3264.796,3194.956,3216.939,24166948932
2026-03-06,3197.665,3248.898,3177.871,3229.302,22276622596
2026-03-09,3152.717,3220.015,3111.883,3208.582,25504546193
2026-03-10,3281.944,3308.747,3272.99,3306.141,23630427361
2026-03-11,3318.413,3388.103,3318.413,3349.529,23556722041
2026-03-12,3357.033,3358.771,3286.767,3317.522,22542505817
2026-03-13,3296.503,3342.854,3296.114,3310.278,22655297449
2026-03-16,3323.979,3360.354,3284.048,3357.022,20821772507
2026-03-17,3385.712,3390.021,3279.875,3280.059,20725685437
2026-03-18,3307.822,3350.556,3274.26,3346.365,19370269368
2026-03-19,3311.445,3361.215,3295.453,3309.103,19915356248
2026-03-20,3362.072,3426.609,3348.7,3352.103,22540163023
2026-03-23,3300.558,3334.456,3214.819,3235.221,23966917084
2026-03-24,3266.932,3270.191,3155.271,3251.545,20522547863
2026-03-25,3287.171,3325.263,3278.726,3316.971,20629018561
2026-03-26,3299.031,3347.23,3263.996,3272.488,18545832832
2026-03-27,3236.37,3323.333,3228.411,3295.88,16968830294
2026-03-30,3254.431,3281.393,3224.599,3273.355,17219385707
2026-03-31,3247.279,3280.479,3184.952,3184.952,17816826549
2026-04-01,3255.264,3255.264,3206.802,3247.523,18012365918
2026-04-02,3229.6,3229.679,3155.13,3172.649,17467543341
2026-04-03,3197.771,3199.438,3149.153,3149.596,16182688712
2026-04-07,3162.823,3181.351,3133.779,3160.816,14670427390
2026-04-08,3257.906,3348.392,3243.782,3347.61,22690229989
2026-04-09,3316.291,3340.298,3301.646,3323.299,19555590311
2026-04-10,3355.073,3470.719,3354.765,3448.787,20539106713
2026-04-13,3434.32,3492.482,3434.32,3476.44,18001313969
2026-04-14,3507.11,3560.302,3493.368,3558.527,20096606164
2026-04-15,3596.079,3599.979,3491.451,3514.96,20315993310
2026-04-16,3531.261,3629.422,3518.358,3626.271,21219301035
2026-04-17,3643.153,3685.098,3620.328,3678.293,21364787944
2026-04-20,3657.348,3696.26,3642.807,3677.576,21559884372
2026-04-21,3662.259,3695.742,3619.485,3688.937,19671006859
2026-04-22,3660.42,3755.751,3660.085,3752.759,20832548977
2026-04-23,3769.019,3785.23,3681.571,3720.247,23455411380
2026-04-24,3682.499,3699.939,3624.995,3667.785,22796018188
2026-04-27,3677.89,3686.943,3640.115,3648.788,21594188735
2026-04-28,3623.49,3636.934,3580.389,3596.712,21883402468
2026-04-29,3578.423,3692.206,3578.423,3687.168,21500240214
2026-04-30,3704.109,3718.399,3660.219,3677.148,20180814133
2026-05-06,3760.671,3815.07,3724.527,3778.159,24988027312
2026-05-07,3807.99,3840.055,3761.232,3833.057,25231311943
2026-05-08,3792.042,3840.156,3787.174,3796.128,24287398220
2026-05-11,3829.608,3937.874,3797.498,3928.974,26404616003
2026-05-12,3947.137,3954.991,3897.817,3934.882,24703507786
2026-05-13,3900.737,4041.989,3893.803,4038.333,24807207033
2026-05-14,4087.851,4090.422,3937.601,3951.14,25032317176
2026-05-15,3957.738,4002.727,3870.374,3929.064,24556981859
2026-05-18,3895.068,3961.156,3883.405,3914.875,21764693581
2026-05-19,3894.001,3918.307,3808.47,3908.438,22348130376
2026-05-20,3889.679,3947.22,3887.155,3921.789,22260561647
2026-05-21,3962.303,4017.809,3827.516,3829.779,26552874188
2026-05-22,3875.813,3948.989,3856.207,3938.502,21429015141
2026-05-25,3974.975,4022.737,3905.695,4021.16,23145781457
2026-05-26,4003.133,4057.369,3985.513,4043.066,22809212733
2026-05-27,4053.675,4148.234,4015.65,4045.773,22412918557
2026-05-28,4042.078,4135.375,3971.719,4125.075,20779648537
2026-05-29,4141.914,4158.694,4010.119,4037.951,23341375890
2026-06-01,4057.393,4081.418,3942.683,3950.943,21079880879
2026-06-02,3987.406,4083.925,3946.108,4055.871,20391572781
2026-06-03,4089.02,4218.331,4063.205,4122.987,21892584780
2026-06-04,4072.549,4114.237,4051.146,4088.884,20272486985
2026-06-05,4079.952,4105.21,3933.065,3957.935,22873202312
2026-06-08,3820.231,3903.774,3776.927,3811.785,22833641435
2026-06-09,3865.693,3962.898,3823.76,3961.749,20975558495
2026-06-10,3897.73,3928.36,3818.312,3854.793,20394708661
2026-06-11,3839.187,3910.278,3755.613,3811.246,19846534095
2026-06-12,3921.089,3921.535,3822.422,3830.353,23024609971
2026-06-15,3896.167,4033.535,3844.08,4033.535,22126900284
