sector_name,change_pct,up_count,down_count,top_stock
汽车拆解概念,2.43,0,0,
体育产业,2.4,0,0,
核污染防治,2.39,0,0,
军工信息化,2.37,0,0,
两轮车,2.36,0,0,
广东自贸区,2.35,0,0,
碳纤维,2.35,0,0,
稀土永磁,2.35,0,0,
共同富裕示范区,2.3,0,0,
物业管理,2.27,0,0,
可降解塑料,2.27,0,0,
民爆概念,2.27,0,0,
航空发动机,2.26,0,0,
农村电商,2.25,0,0,
华为数字能源,2.24,0,0,
大豆,2.22,0,0,
超级电容,2.16,0,0,
统一大市场,2.16,0,0,
化债概念(AMC概念),2.15,0,0,
福建自贸区,2.14,0,0,
农业种植,2.12,0,0,
新股与次新股,2.1,0,0,
旅游概念,2.05,0,0,
HJT电池,2.05,0,0,
横琴新区,2.02,0,0,
钙钛矿电池,2.02,0,0,
航运概念,1.99,0,0,
冷链物流,1.95,0,0,
BC电池,1.94,0,0,
家用电器,1.93,0,0,
智慧灯杆,1.93,0,0,
自由贸易港,1.93,0,0,
人造肉,1.92,0,0,
参股银行,1.91,0,0,
网约车,1.91,0,0,
太赫兹,1.91,0,0,
长三角一体化,1.89,0,0,
PM2.5,1.88,0,0,
租售同权,1.87,0,0,
TOPCON电池,1.87,0,0,
飞行汽车(eVTOL),1.87,0,0,
时空大数据,1.86,0,0,
职业教育,1.86,0,0,
石墨烯,1.86,0,0,
空气能热泵,1.84,0,0,
家庭医生,1.83,0,0,
食品安全,1.82,0,0,
深圳国企改革,1.81,0,0,
毛发医疗,1.81,0,0,
减速器,1.8,0,0,
中字头股票,1.77,0,0,
中韩自贸区,1.74,0,0,
一体化压铸,1.73,0,0,
华为汽车,1.72,0,0,
3D打印,1.7,0,0,
汽车热管理,1.69,0,0,
2026一季报预增,1.69,0,0,
ETC,1.68,0,0,
PEEK材料,1.68,0,0,
拼多多概念,1.62,0,0,
网红经济,1.62,0,0,
工业母机,1.6,0,0,
预制菜,1.59,0,0,
算力租赁,1.56,0,0,
IP经济(谷子经济),1.54,0,0,
同花顺出海50,1.53,0,0,
小米汽车,1.53,0,0,
免税店,1.52,0,0,
天津自贸区,1.52,0,0,
参股券商,1.51,0,0,
参股保险,1.51,0,0,
期货概念,1.49,0,0,
培育钻石,1.49,0,0,
C2M概念,1.47,0,0,
民营医院,1.43,0,0,
工业大麻,1.42,0,0,
文化传媒概念,1.42,0,0,
啤酒概念,1.4,0,0,
NMN概念,1.39,0,0,
乳业,1.38,0,0,
光纤概念,1.36,0,0,
信托概念,1.33,0,0,
注册制次新股,1.32,0,0,
数字乡村,1.31,0,0,
牙科医疗,1.29,0,0,
养鸡,1.24,0,0,
电子身份证,1.24,0,0,
数字水印,1.22,0,0,
安防,1.2,0,0,
同花顺中特估100,1.2,0,0,
无人零售,1.19,0,0,
宠物经济,1.16,0,0,
独角兽概念,1.16,0,0,
ERP概念,1.14,0,0,
PET铜箔,1.14,0,0,
小红书概念,1.13,0,0,
上海国企改革,1.13,0,0,
短剧游戏,1.1,0,0,
合成生物,1.08,0,0,
在线教育,1.08,0,0,
证金持股,1.04,0,0,
脑机接口,1.02,0,0,
Web3.0,1.02,0,0,
医美概念,1.0,0,0,
新型烟草(电子烟),1.0,0,0,
知识产权保护,0.99,0,0,
NFT概念,0.99,0,0,
蚂蚁集团概念,0.98,0,0,
电子竞技,0.98,0,0,
血氧仪,0.98,0,0,
快手概念,0.97,0,0,
电子纸,0.96,0,0,
毫米波雷达,0.93,0,0,
代糖概念,0.92,0,0,
同花顺漂亮100,0.9,0,0,
人脸识别,0.9,0,0,
猪肉,0.87,0,0,
华为手机,0.86,0,0,
DRG/DIP,0.85,0,0,
互联网保险,0.85,0,0,
数据确权,0.84,0,0,
网络安全,0.84,0,0,
元宇宙,0.84,0,0,
云办公,0.81,0,0,
维生素,0.8,0,0,
动物疫苗,0.78,0,0,
网络游戏,0.78,0,0,
量子科技,0.76,0,0,
多模态AI,0.76,0,0,
幽门螺杆菌概念,0.75,0,0,
猴痘概念,0.74,0,0,
无线充电,0.71,0,0,
仿制药一致性评价,0.7,0,0,
国资云,0.7,0,0,
辅助生殖,0.7,0,0,
空间计算,0.69,0,0,
医药电商,0.68,0,0,
禽流感,0.68,0,0,
基因测序,0.67,0,0,
流感,0.66,0,0,
移动支付,0.64,0,0,
虚拟数字人,0.64,0,0,
柔性屏(折叠屏),0.63,0,0,
华为鲲鹏,0.6,0,0,
语音技术,0.57,0,0,
AI语料,0.56,0,0,
AI视频,0.54,0,0,
肝炎概念,0.53,0,0,
数据安全,0.53,0,0,
苹果概念,0.53,0,0,
白酒概念,0.51,0,0,
6G概念,0.45,0,0,
手机游戏,0.45,0,0,
青蒿素,0.45,0,0,
光刻胶,0.44,0,0,
MicroLED概念,0.43,0,0,
ChatGPT概念,0.43,0,0,
无线耳机,0.39,0,0,
上海自贸区,0.37,0,0,
华为盘古,0.32,0,0,
富士康概念,0.31,0,0,
数字货币,0.28,0,0,
智能座舱,0.26,0,0,
芬太尼,0.25,0,0,
智谱AI,0.24,0,0,
F5G概念,0.24,0,0,
MiniLED,0.23,0,0,
跨境支付(CIPS),0.21,0,0,
华为昇腾,0.17,0,0,
国产操作系统,0.14,0,0,
阿尔茨海默概念,0.14,0,0,
铜缆高速连接,0.12,0,0,
眼科医疗,0.12,0,0,
MR(混合现实),0.09,0,0,
EDR概念,0.06,0,0,
生物疫苗,0.04,0,0,
WiFi 6,-0.04,0,0,
OLED,-0.04,0,0,
超级品牌,-0.06,0,0,
财税数字化,-0.06,0,0,
同花顺果指数,-0.07,0,0,
星闪概念,-0.11,0,0,
同花顺新质50,-0.12,0,0,
云游戏,-0.16,0,0,
第三代半导体,-0.24,0,0,
MLOps概念,-0.28,0,0,
细胞免疫治疗,-0.29,0,0,
玻璃基板,-0.35,0,0,
CRO概念,-0.38,0,0,
英伟达概念,-0.43,0,0,
重组蛋白,-0.45,0,0,
华为欧拉,-0.52,0,0,
减肥药,-0.61,0,0,
AI眼镜,-0.69,0,0,
智能音箱,-0.7,0,0,
华为海思概念股,-0.72,0,0,
AI PC,-0.77,0,0,
科创次新股,-0.88,0,0,
光刻机,-0.93,0,0,
AI手机,-1.53,0,0,
中芯国际概念,-1.54,0,0,
汽车芯片,-1.58,0,0,
存储芯片,-1.59,0,0,
MCU芯片,-1.59,0,0,
中国AI 50,-1.72,0,0,
国家大基金持股,-3.36,0,0,
