序号,交易营业部名称,买入金额,买入金额-占总成交比例,卖出金额,卖出金额-占总成交比例,净额,类型,trade_date,股票代码,股票名称
1,深股通专用,610381433.82,0.064151057634,483069097.23,0.050770537537,127312336.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000426,兴业银锡
2,机构专用,221814526.17,0.023312695413,286513642.79,0.030112569277,-64699116.62,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000426,兴业银锡
3,机构专用,264596694.69,0.027809099147,219561332.0,0.02307588482,45035362.69,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000426,兴业银锡
4,机构专用,224960797.53,0.023643368373,188417383.62,0.01980265743,36543413.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000426,兴业银锡
5,机构专用,275728411.0,0.028979041965,155771174.07,0.016371542468,119957236.93,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000426,兴业银锡
1,东吴证券股份有限公司苏州狮山路证券营业部,12190.0,0.000121295947,9838200.0,0.097894486436,-9826010.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000595,新能股份
2,国泰海通证券股份有限公司揭阳黄岐山大道证券营业部,0.0,0.0,8902802.0,0.088586858331,-8902802.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000595,新能股份
3,机构专用,1021713.0,0.010166500927,5337546.0,0.053110967911,-4315833.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000595,新能股份
4,光大证券股份有限公司宁波柳汀街证券营业部,0.0,0.0,3005000.0,0.029901092857,-3005000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000595,新能股份
5,中泰证券股份有限公司滨州邹平鹤伴一路证券营业部,0.0,0.0,2745438.0,0.027318334965,-2745438.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000595,新能股份
1,深股通专用,44928684.66,0.045484370351,46316137.15,0.046888983092,-1387452.49,日跌幅偏离值达到7%的前5只证券,20260723,000596,古井贡酒
2,机构专用,0.0,0.0,35116627.0,0.035550955476,-35116627.0,日跌幅偏离值达到7%的前5只证券,20260723,000596,古井贡酒
3,中信建投证券股份有限公司杭州庆春路证券营业部,218197.0,0.000220895698,30627816.86,0.031006626961,-30409619.86,日跌幅偏离值达到7%的前5只证券,20260723,000596,古井贡酒
4,机构专用,25420050.19,0.025734449738,23962959.0,0.024259336994,1457091.19,日跌幅偏离值达到7%的前5只证券,20260723,000596,古井贡酒
5,机构专用,12835883.0,0.012994639406,23507306.98,0.023798049391,-10671423.98,日跌幅偏离值达到7%的前5只证券,20260723,000596,古井贡酒
1,深股通专用,136235363.5,0.082262885871,185329440.0,0.111907321121,-49094076.5,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
2,机构专用,25722904.72,0.015532240095,51712871.0,0.031225739748,-25989966.28,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
3,机构专用,26201294.0,0.015821105494,33471072.2,0.020210809599,-7269778.2,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
4,招商证券股份有限公司宁波丽江东路证券营业部,48330.0,2.9183064e-05,32281355.0,0.019492423655,-32233025.0,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
5,机构专用,27014122.0,0.016311914747,27977745.43,0.016893778679,-963623.43,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
6,深股通专用,192343870.67,0.0746582424,276720928.23,0.107409183693,-84377057.56,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
7,机构专用,39376647.49,0.015284039377,74788552.0,0.029029164405,-35411904.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
8,招商证券股份有限公司宁波丽江东路证券营业部,48330.0,1.8759282e-05,58219355.0,0.02259783326,-58171025.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
9,机构专用,35134564.0,0.013637475354,57447964.43,0.022298418135,-22313400.43,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
10,机构专用,38680527.52,0.015013840523,45846743.3,0.017795406023,-7166215.78,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
1,深股通专用,136235363.5,0.082262885871,185329440.0,0.111907321121,-49094076.5,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
2,机构专用,25722904.72,0.015532240095,51712871.0,0.031225739748,-25989966.28,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
3,机构专用,26201294.0,0.015821105494,33471072.2,0.020210809599,-7269778.2,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
4,招商证券股份有限公司宁波丽江东路证券营业部,48330.0,2.9183064e-05,32281355.0,0.019492423655,-32233025.0,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
5,机构专用,27014122.0,0.016311914747,27977745.43,0.016893778679,-963623.43,日涨幅偏离值达到7%的前5只证券,20260723,000603,盛达资源
6,深股通专用,192343870.67,0.0746582424,276720928.23,0.107409183693,-84377057.56,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
7,机构专用,39376647.49,0.015284039377,74788552.0,0.029029164405,-35411904.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
8,招商证券股份有限公司宁波丽江东路证券营业部,48330.0,1.8759282e-05,58219355.0,0.02259783326,-58171025.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
9,机构专用,35134564.0,0.013637475354,57447964.43,0.022298418135,-22313400.43,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
10,机构专用,38680527.52,0.015013840523,45846743.3,0.017795406023,-7166215.78,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,000603,盛达资源
1,中国中金财富证券有限公司佛山南海桂城灯湖东路证券营业部,36497042.58,0.038531685825,41890329.7,0.044225638818,-5393287.12,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
2,机构专用,22201230.23,0.023438908132,29256261.26,0.030887244214,-7055031.03,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
3,中国银河证券股份有限公司北京安贞门证券营业部,21926027.0,0.023148362827,25074218.07,0.02647205978,-3148191.07,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
4,机构专用,4141062.0,0.004371918618,24011731.0,0.025350341003,-19870669.0,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
5,机构专用,13485649.72,0.01423744998,23954336.0,0.025289746337,-10468686.28,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
6,中国中金财富证券有限公司佛山南海桂城灯湖东路证券营业部,36497042.58,0.038531685825,41890329.7,0.044225638818,-5393287.12,日换手率达到20%的前5只证券,20260723,000779,甘咨询
7,机构专用,22201230.23,0.023438908132,29256261.26,0.030887244214,-7055031.03,日换手率达到20%的前5只证券,20260723,000779,甘咨询
8,中国银河证券股份有限公司北京安贞门证券营业部,21926027.0,0.023148362827,25074218.07,0.02647205978,-3148191.07,日换手率达到20%的前5只证券,20260723,000779,甘咨询
9,机构专用,4141062.0,0.004371918618,24011731.0,0.025350341003,-19870669.0,日换手率达到20%的前5只证券,20260723,000779,甘咨询
10,机构专用,13485649.72,0.01423744998,23954336.0,0.025289746337,-10468686.28,日换手率达到20%的前5只证券,20260723,000779,甘咨询
1,中国中金财富证券有限公司佛山南海桂城灯湖东路证券营业部,36497042.58,0.038531685825,41890329.7,0.044225638818,-5393287.12,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
2,机构专用,22201230.23,0.023438908132,29256261.26,0.030887244214,-7055031.03,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
3,中国银河证券股份有限公司北京安贞门证券营业部,21926027.0,0.023148362827,25074218.07,0.02647205978,-3148191.07,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
4,机构专用,4141062.0,0.004371918618,24011731.0,0.025350341003,-19870669.0,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
5,机构专用,13485649.72,0.01423744998,23954336.0,0.025289746337,-10468686.28,日振幅值达到15%的前5只证券,20260723,000779,甘咨询
6,中国中金财富证券有限公司佛山南海桂城灯湖东路证券营业部,36497042.58,0.038531685825,41890329.7,0.044225638818,-5393287.12,日换手率达到20%的前5只证券,20260723,000779,甘咨询
7,机构专用,22201230.23,0.023438908132,29256261.26,0.030887244214,-7055031.03,日换手率达到20%的前5只证券,20260723,000779,甘咨询
8,中国银河证券股份有限公司北京安贞门证券营业部,21926027.0,0.023148362827,25074218.07,0.02647205978,-3148191.07,日换手率达到20%的前5只证券,20260723,000779,甘咨询
9,机构专用,4141062.0,0.004371918618,24011731.0,0.025350341003,-19870669.0,日换手率达到20%的前5只证券,20260723,000779,甘咨询
10,机构专用,13485649.72,0.01423744998,23954336.0,0.025289746337,-10468686.28,日换手率达到20%的前5只证券,20260723,000779,甘咨询
1,深股通专用,191025833.07,0.090886479619,57613786.2,0.027411550161,133412046.87,日涨幅偏离值达到7%的前5只证券,20260723,000815,美利云
2,东海证券股份有限公司福州长乐北路证券营业部,0.0,0.0,23573589.12,0.011215867994,-23573589.12,日涨幅偏离值达到7%的前5只证券,20260723,000815,美利云
3,财通证券股份有限公司上海漕溪路证券营业部,18400685.71,0.008754698356,19693537.98,0.009369813022,-1292852.27,日涨幅偏离值达到7%的前5只证券,20260723,000815,美利云
4,平安证券股份有限公司杭州曙光路证券营业部,23269657.0,0.011071262838,17575551.0,0.008362114862,5694106.0,日涨幅偏离值达到7%的前5只证券,20260723,000815,美利云
5,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,887800.0,0.000422398454,17178881.0,0.008173386776,-16291081.0,日涨幅偏离值达到7%的前5只证券,20260723,000815,美利云
1,机构专用,16768712.0,0.045508446031,9291907.0,0.025217216936,7476805.0,日振幅值达到15%的前5只证券,20260723,001206,依依股份
2,华泰证券股份有限公司上海分公司,4491031.0,0.012188165787,4561351.0,0.012379006558,-70320.0,日振幅值达到15%的前5只证券,20260723,001206,依依股份
3,东方财富证券股份有限公司拉萨东环路第二证券营业部,2022899.0,0.005489926118,4161377.0,0.01129352097,-2138478.0,日振幅值达到15%的前5只证券,20260723,001206,依依股份
4,华创证券有限责任公司北京西直门证券营业部,0.0,0.0,3979557.2,0.010800081966,-3979557.2,日振幅值达到15%的前5只证券,20260723,001206,依依股份
5,机构专用,12178886.0,0.033052161445,3902702.0,0.010591505379,8276184.0,日振幅值达到15%的前5只证券,20260723,001206,依依股份
1,国新证券股份有限公司北京分公司,9656.0,7.599756e-06,64613818.84,0.050854311654,-64604162.84,日涨幅偏离值达到7%的前5只证券,20260723,001258,立新能源
2,国投证券股份有限公司深圳红荔西路证券营业部,4102856.0,0.003229153166,42216038.0,0.033226136325,-38113182.0,日涨幅偏离值达到7%的前5只证券,20260723,001258,立新能源
3,深股通专用,38762195.4,0.03050778921,40660008.0,0.03200146278,-1897812.6,日涨幅偏离值达到7%的前5只证券,20260723,001258,立新能源
4,开源证券股份有限公司西安太华路证券营业部,21762.0,1.7127784e-05,35213863.0,0.027715073891,-35192101.0,日涨幅偏离值达到7%的前5只证券,20260723,001258,立新能源
5,平安证券股份有限公司杭州曙光路证券营业部,1847279.0,0.001453901095,20362365.98,0.016026201889,-18515086.98,日涨幅偏离值达到7%的前5只证券,20260723,001258,立新能源
1,深股通专用,156809926.56,0.072602474388,158378324.27,0.073328637311,-1568397.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,001337,四川黄金
2,机构专用,82095898.28,0.038010127822,80644732.23,0.037338242768,1451166.05,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,001337,四川黄金
3,机构专用,46845576.42,0.021689346056,52222034.0,0.024178628032,-5376457.58,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,001337,四川黄金
4,机构专用,41254279.86,0.019100594348,41092191.0,0.019025547745,162088.86,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,001337,四川黄金
5,机构专用,60500538.87,0.028011548249,40283650.95,0.018651196391,20216887.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,001337,四川黄金
1,信达证券股份有限公司上海黄浦区南京西路证券营业部,0.0,0.0,20866946.94,0.051129977057,-20866946.94,日振幅值达到15%的前5只证券,20260723,001388,信通电子
2,深股通专用,27263292.72,0.066802850234,14354068.06,0.035171564517,12909224.66,日振幅值达到15%的前5只证券,20260723,001388,信通电子
3,国信证券股份有限公司浙江互联网分公司,3598230.27,0.008816691377,4700970.01,0.011518718548,-1102739.74,日振幅值达到15%的前5只证券,20260723,001388,信通电子
4,中泰证券股份有限公司宁波首南西路证券营业部,0.0,0.0,4163795.07,0.010202486593,-4163795.07,日振幅值达到15%的前5只证券,20260723,001388,信通电子
5,机构专用,411948.52,0.001009391476,4122668.6,0.010101715001,-3710720.08,日振幅值达到15%的前5只证券,20260723,001388,信通电子
1,深股通专用,12827814.0,0.09282889097,19346545.16,0.140001899879,-6518731.16,日跌幅偏离值达到7%的前5只证券,20260723,001872,招商港口
2,机构专用,3782030.0,0.027368782437,7366499.0,0.053307908308,-3584469.0,日跌幅偏离值达到7%的前5只证券,20260723,001872,招商港口
3,中信建投证券股份有限公司武汉珞喻东路证券营业部,0.0,0.0,5015751.0,0.036296644363,-5015751.0,日跌幅偏离值达到7%的前5只证券,20260723,001872,招商港口
4,机构专用,1404779.0,0.010165728676,4356147.0,0.03152339868,-2951368.0,日跌幅偏离值达到7%的前5只证券,20260723,001872,招商港口
5,华泰证券股份有限公司上海徐汇区天钥桥路证券营业部,51453.0,0.000372341299,4015991.6,0.029061853124,-3964538.6,日跌幅偏离值达到7%的前5只证券,20260723,001872,招商港口
1,机构专用,28296615.64,0.050149086058,27394586.04,0.048550451062,902029.6,连续三个交易日内，跌幅偏离值累计达到20%的证券,20260723,002082,ST万邦
2,方正证券股份有限公司益阳长益路证券营业部,1081519.0,0.00191673768,20912609.0,0.037062673564,-19831090.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,20260723,002082,ST万邦
3,中信建投证券股份有限公司上海营口路证券营业部,18418440.0,0.032642346504,19292854.0,0.034192039354,-874414.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,20260723,002082,ST万邦
4,中信建投证券股份有限公司上海徐汇区中山南二路证券营业部,16038.0,2.8423577e-05,18607836.0,0.032978006303,-18591798.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,20260723,002082,ST万邦
5,东方财富证券股份有限公司拉萨金融城南环路证券营业部,5280975.0,0.009359284273,15270033.0,0.027062536692,-9989058.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,20260723,002082,ST万邦
1,机构专用,41592531.0,0.024835012256,106053553.0,0.063324862066,-64461022.0,日换手率达到20%的前5只证券,20260723,002141,贤丰控股
2,机构专用,49573335.0,0.029600371814,79265033.63,0.047329365017,-29691698.63,日换手率达到20%的前5只证券,20260723,002141,贤丰控股
3,国泰海通证券股份有限公司武汉紫阳东路证券营业部,22870530.0,0.013656055046,60233589.45,0.035965638451,-37363059.45,日换手率达到20%的前5只证券,20260723,002141,贤丰控股
4,机构专用,13060838.0,0.007798661539,29677602.0,0.017720576067,-16616764.0,日换手率达到20%的前5只证券,20260723,002141,贤丰控股
5,机构专用,8060909.0,0.004813190469,26415207.0,0.015772591228,-18354298.0,日换手率达到20%的前5只证券,20260723,002141,贤丰控股
1,深股通专用,1290525084.83,0.08613388296,780523869.36,0.052094726713,510001215.47,日跌幅偏离值达到7%的前5只证券,20260723,002156,通富微电
2,国泰海通证券股份有限公司武汉紫阳东路证券营业部,1919181.41,0.000128092471,425988095.8,0.028431844694,-424068914.39,日跌幅偏离值达到7%的前5只证券,20260723,002156,通富微电
3,东方财富证券股份有限公司拉萨金融城南环路证券营业部,61849155.33,0.004128015774,348447211.45,0.023256511386,-286598056.12,日跌幅偏离值达到7%的前5只证券,20260723,002156,通富微电
4,机构专用,261642950.05,0.017462909867,333588091.74,0.022264764931,-71945141.69,日跌幅偏离值达到7%的前5只证券,20260723,002156,通富微电
5,机构专用,264105871.28,0.017627293319,323919253.09,0.021619434881,-59813381.81,日跌幅偏离值达到7%的前5只证券,20260723,002156,通富微电
1,深股通专用,164003147.55,0.094221580455,159111188.44,0.091411097085,4891959.11,日涨幅偏离值达到7%的前5只证券,20260723,002240,盛新锂能
2,机构专用,28286045.67,0.016250638891,53911075.84,0.030972495623,-25625030.17,日涨幅偏离值达到7%的前5只证券,20260723,002240,盛新锂能
3,机构专用,35701226.0,0.020510740118,49367755.64,0.028362309074,-13666529.64,日涨幅偏离值达到7%的前5只证券,20260723,002240,盛新锂能
4,机构专用,14944939.0,0.008586028948,34372278.0,0.019747245131,-19427339.0,日涨幅偏离值达到7%的前5只证券,20260723,002240,盛新锂能
5,机构专用,17382959.0,0.009986697783,25118740.84,0.014430988041,-7735781.84,日涨幅偏离值达到7%的前5只证券,20260723,002240,盛新锂能
1,深股通专用,58889878.05,0.039998180286,119891121.0,0.081430405891,-61001242.95,日涨幅偏离值达到7%的前5只证券,20260723,002379,宏桥控股
2,机构专用,27023744.72,0.018354607771,46654735.9,0.031688035356,-19630991.18,日涨幅偏离值达到7%的前5只证券,20260723,002379,宏桥控股
3,国泰海通证券股份有限公司深圳梅林路证券营业部,11674.0,7.929016e-06,40137306.15,0.027261377689,-40125632.15,日涨幅偏离值达到7%的前5只证券,20260723,002379,宏桥控股
4,机构专用,36263283.0,0.024630129646,38774829.0,0.026335979157,-2511546.0,日涨幅偏离值达到7%的前5只证券,20260723,002379,宏桥控股
5,机构专用,11797906.0,0.008013172837,32104312.0,0.021805344176,-20306406.0,日涨幅偏离值达到7%的前5只证券,20260723,002379,宏桥控股
1,深股通专用,376742236.79,0.062871450773,427036189.9,0.071264599957,-50293953.11,日换手率达到20%的前5只证券,20260723,002396,星网锐捷
2,机构专用,193914784.31,0.032360862748,207160800.1,0.034571382696,-13246015.79,日换手率达到20%的前5只证券,20260723,002396,星网锐捷
3,机构专用,113564617.13,0.018951876212,121976797.4,0.020355716626,-8412180.27,日换手率达到20%的前5只证券,20260723,002396,星网锐捷
4,机构专用,14347946.66,0.002394412237,102980452.08,0.017185570906,-88632505.42,日换手率达到20%的前5只证券,20260723,002396,星网锐捷
5,机构专用,85428982.97,0.014256548836,98635363.42,0.016460454364,-13206380.45,日换手率达到20%的前5只证券,20260723,002396,星网锐捷
1,机构专用,20162278.6,0.041634782746,17065264.83,0.035239498858,3097013.77,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002412,汉森制药
2,机构专用,12560408.0,0.025937041574,11276767.0,0.023286343445,1283641.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002412,汉森制药
3,机构专用,18014079.0,0.037198784939,10901292.0,0.022510993577,7112787.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002412,汉森制药
4,机构专用,11340775.0,0.023418518941,9279149.0,0.019161294234,2061626.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002412,汉森制药
5,中国中金财富证券有限公司海南分公司,6408.0,1.3232417e-05,8780719.0,0.018132044258,-8774311.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002412,汉森制药
1,深股通专用,317193673.76,0.083736419005,168846696.69,0.044574084893,148346977.07,日跌幅偏离值达到7%的前5只证券,20260723,002432,九安医疗
2,机构专用,87261428.5,0.023036271352,122880226.74,0.032439329674,-35618798.24,日跌幅偏离值达到7%的前5只证券,20260723,002432,九安医疗
3,机构专用,12113972.0,0.003197985077,117018101.78,0.030891778785,-104904129.78,日跌幅偏离值达到7%的前5只证券,20260723,002432,九安医疗
4,机构专用,8520279.0,0.002249280838,70298781.4,0.018558277487,-61778502.4,日跌幅偏离值达到7%的前5只证券,20260723,002432,九安医疗
5,华源证券股份有限公司江苏分公司,0.0,0.0,68541144.4,0.018094276341,-68541144.4,日跌幅偏离值达到7%的前5只证券,20260723,002432,九安医疗
1,机构专用,0.0,0.0,102741436.76,0.025369413512,-102741436.76,日跌幅偏离值达到7%的前5只证券,20260723,002558,巨人网络
2,深股通专用,177914504.45,0.04393151172,100592462.27,0.024838778316,77322042.18,日跌幅偏离值达到7%的前5只证券,20260723,002558,巨人网络
3,机构专用,0.0,0.0,51624530.0,0.012747379151,-51624530.0,日跌幅偏离值达到7%的前5只证券,20260723,002558,巨人网络
4,机构专用,0.0,0.0,50626726.45,0.012500996663,-50626726.45,日跌幅偏离值达到7%的前5只证券,20260723,002558,巨人网络
5,中国银河证券股份有限公司南通工农路证券营业部,42187610.76,0.010417169316,43159328.2,0.010657110495,-971717.44,日跌幅偏离值达到7%的前5只证券,20260723,002558,巨人网络
1,东方财富证券股份有限公司拉萨金融城南环路证券营业部,1426807.0,0.014069215428,2310377.0,0.022781771979,-883570.0,日换手率达到20%的前5只证券,20260723,002731,*ST萃华
2,东方财富证券股份有限公司拉萨团结路第二证券营业部,1364951.0,0.013459276319,2057604.0,0.020289271037,-692653.0,日换手率达到20%的前5只证券,20260723,002731,*ST萃华
3,中信建投证券股份有限公司北京望京证券营业部,1839789.6,0.018141483904,1891618.0,0.018652544562,-51828.4,日换手率达到20%的前5只证券,20260723,002731,*ST萃华
4,中国银河证券股份有限公司晋中定阳路证券营业部,914817.0,0.009020671647,1872616.2,0.018465174849,-957799.2,日换手率达到20%的前5只证券,20260723,002731,*ST萃华
5,东方财富证券股份有限公司拉萨东环路第二证券营业部,1756774.4,0.01732290176,1806226.06,0.017810526266,-49451.66,日换手率达到20%的前5只证券,20260723,002731,*ST萃华
1,华泰证券股份有限公司北京月坛南街证券营业部,321566.0,0.00034550615,20913851.65,0.022470859384,-20592285.65,日振幅值达到15%的前5只证券,20260723,002759,ST天际
2,中信建投证券股份有限公司上海营口路证券营业部,28571006.84,0.030698079336,18923189.0,0.020331994615,9647817.84,日振幅值达到15%的前5只证券,20260723,002759,ST天际
3,机构专用,5953686.0,0.006396929803,11634465.93,0.012500636052,-5680779.93,日振幅值达到15%的前5只证券,20260723,002759,ST天际
4,国信证券股份有限公司浙江互联网分公司,10022455.95,0.010768614127,9157121.26,0.00983885645,865334.69,日振幅值达到15%的前5只证券,20260723,002759,ST天际
5,东方财富证券股份有限公司拉萨东环路第二证券营业部,11853836.0,0.012736337925,8959192.6,0.009626192271,2894643.4,日振幅值达到15%的前5只证券,20260723,002759,ST天际
6,深股通专用,0.0,0.0,85755220.92,0.040011143407,-85755220.92,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
7,机构专用,12096756.72,0.005644030331,23663869.93,0.011040942851,-11567113.21,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
8,华泰证券股份有限公司北京月坛南街证券营业部,18283447.0,0.008530578221,23132401.65,0.01079297365,-4848954.65,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
9,中信建投证券股份有限公司上海营口路证券营业部,47049465.66,0.021952050237,19386338.16,0.009045158393,27663127.5,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
10,机构专用,10406643.42,0.004855467665,19213495.87,0.008964514701,-8806852.45,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
1,华泰证券股份有限公司北京月坛南街证券营业部,321566.0,0.00034550615,20913851.65,0.022470859384,-20592285.65,日振幅值达到15%的前5只证券,20260723,002759,ST天际
2,中信建投证券股份有限公司上海营口路证券营业部,28571006.84,0.030698079336,18923189.0,0.020331994615,9647817.84,日振幅值达到15%的前5只证券,20260723,002759,ST天际
3,机构专用,5953686.0,0.006396929803,11634465.93,0.012500636052,-5680779.93,日振幅值达到15%的前5只证券,20260723,002759,ST天际
4,国信证券股份有限公司浙江互联网分公司,10022455.95,0.010768614127,9157121.26,0.00983885645,865334.69,日振幅值达到15%的前5只证券,20260723,002759,ST天际
5,东方财富证券股份有限公司拉萨东环路第二证券营业部,11853836.0,0.012736337925,8959192.6,0.009626192271,2894643.4,日振幅值达到15%的前5只证券,20260723,002759,ST天际
6,深股通专用,0.0,0.0,85755220.92,0.040011143407,-85755220.92,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
7,机构专用,12096756.72,0.005644030331,23663869.93,0.011040942851,-11567113.21,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
8,华泰证券股份有限公司北京月坛南街证券营业部,18283447.0,0.008530578221,23132401.65,0.01079297365,-4848954.65,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
9,中信建投证券股份有限公司上海营口路证券营业部,47049465.66,0.021952050237,19386338.16,0.009045158393,27663127.5,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
10,机构专用,10406643.42,0.004855467665,19213495.87,0.008964514701,-8806852.45,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,20260723,002759,ST天际
1,机构专用,6279094.0,0.007220136174,18175293.0,0.020899207825,-11896199.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002879,长缆科技
2,东海证券股份有限公司福州长乐北路证券营业部,120000.0,0.000137984292,17901925.0,0.020584870408,-17781925.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002879,长缆科技
3,机构专用,5813538.0,0.006684807715,16381488.0,0.018836566882,-10567950.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002879,长缆科技
4,机构专用,13120313.0,0.015086642516,16348174.3,0.018798260488,-3227861.3,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002879,长缆科技
5,机构专用,5654168.0,0.006501553076,15542065.0,0.017871340311,-9887897.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002879,长缆科技
1,机构专用,8726417.0,0.022561999628,20531162.0,0.053082962848,-11804745.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002900,哈三联
2,华鑫证券有限责任公司上海茅台路证券营业部,19922317.0,0.051508804672,20164187.03,0.052134155435,-241870.03,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002900,哈三联
3,机构专用,9331014.0,0.024125174673,10880590.77,0.028131578505,-1549576.77,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002900,哈三联
4,机构专用,8045389.0,0.020801213559,10829946.87,0.028000639581,-2784557.87,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002900,哈三联
5,机构专用,4359593.0,0.011271652002,8100354.29,0.020943325362,-3740761.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,20260723,002900,哈三联
1,机构专用,15794336.4,0.031435549484,17071746.0,0.033977984422,-1277409.6,日换手率达到20%的前5只证券,20260723,003001,中岩大地
2,中信证券股份有限公司杭州金城路证券营业部,0.0,0.0,16811743.0,0.033460499106,-16811743.0,日换手率达到20%的前5只证券,20260723,003001,中岩大地
3,国新证券股份有限公司阿克苏南昌路证券营业部,0.0,0.0,12717259.0,0.025311226409,-12717259.0,日换手率达到20%的前5只证券,20260723,003001,中岩大地
4,机构专用,25838192.0,0.051425887269,11074714.12,0.022042060833,14763477.88,日换手率达到20%的前5只证券,20260723,003001,中岩大地
5,机构专用,16006987.45,0.031858789969,9351287.0,0.018611914916,6655700.45,日换手率达到20%的前5只证券,20260723,003001,中岩大地
